Lon Lat Los(m) wt E N U
-117.629861 35.787639 0.549807 1.000000 -0.634810 -0.112251 0.764471
-117.629861 35.769861 0.374435 1.000000 -0.634544 -0.112236 0.764694
-117.629861 35.752083 0.402032 1.000000 -0.634277 -0.112221 0.764917
-117.629861 35.734306 0.373499 1.000000 -0.634011 -0.112205 0.765141
-117.629861 35.716528 0.302811 1.000000 -0.633745 -0.112190 0.765363
-117.629861 35.698750 0.231857 1.000000 -0.633479 -0.112175 0.765585
-117.629861 35.680972 0.196982 1.000000 -0.633219 -0.112160 0.765803
-117.629861 35.663194 0.200811 1.000000 -0.632961 -0.112146 0.766018
-117.629861 35.645417 0.223031 1.000000 -0.632694 -0.112131 0.766241
-117.629861 35.627639 0.222192 1.000000 -0.632429 -0.112115 0.766462
-117.629861 35.609861 0.189860 1.000000 -0.632174 -0.112102 0.766674
-117.629861 35.592083 0.083215 1.000000 -0.631933 -0.112091 0.766874
-117.629861 35.574306 0.004007 1.000000 -0.631704 -0.112081 0.767065
-117.629861 35.556528 -0.029278 1.000000 -0.631504 -0.112077 0.767230
-117.629861 35.538750 -0.047027 1.000000 -0.631292 -0.112071 0.767405
-117.612083 35.947639 0.026914 1.000000 -0.638651 -0.112520 0.761225
-117.612083 35.929861 0.011470 1.000000 -0.638339 -0.112498 0.761490
-117.612083 35.912083 -0.018919 1.000000 -0.638050 -0.112479 0.761736
-117.612083 35.894306 -0.064500 1.000000 -0.637759 -0.112460 0.761982
-117.612083 35.876528 -0.114770 1.000000 -0.637463 -0.112440 0.762233
-117.612083 35.858750 -0.182676 1.000000 -0.637171 -0.112421 0.762480
-117.612083 35.840972 -0.260551 1.000000 -0.636884 -0.112402 0.762722
-117.612083 35.823194 -0.332146 1.000000 -0.636601 -0.112385 0.762960
-117.612083 35.805417 0.378163 1.000000 -0.636324 -0.112368 0.763194
-117.612083 35.787639 0.336373 1.000000 -0.636051 -0.112352 0.763424
-117.612083 35.769861 0.309829 1.000000 -0.635782 -0.112337 0.763650
-117.612083 35.752083 0.383703 1.000000 -0.635515 -0.112321 0.763875
-117.612083 35.734306 0.380928 1.000000 -0.635249 -0.112306 0.764098
-117.612083 35.716528 0.315747 1.000000 -0.634984 -0.112291 0.764320
-117.612083 35.698750 0.249212 1.000000 -0.634722 -0.112277 0.764540
-117.612083 35.680972 0.196650 1.000000 -0.634482 -0.112266 0.764741
-117.612083 35.663194 0.214119 1.000000 -0.634260 -0.112259 0.764926
-117.612083 35.645417 0.250456 1.000000 -0.633957 -0.112237 0.765181
-117.612083 35.627639 0.278122 1.000000 -0.633691 -0.112222 0.765403
-117.612083 35.609861 0.239317 1.000000 -0.633440 -0.112209 0.765613
-117.612083 35.592083 0.055749 1.000000 -0.633207 -0.112199 0.765807
-117.612083 35.574306 -0.039154 1.000000 -0.632980 -0.112190 0.765996
-117.594306 35.947639 0.035019 1.000000 -0.639952 -0.112630 0.760116
-117.594306 35.929861 0.023991 1.000000 -0.639667 -0.112612 0.760358
-117.594306 35.912083 -0.003967 1.000000 -0.639364 -0.112591 0.760616
-117.594306 35.894306 -0.041598 1.000000 -0.639050 -0.112568 0.760883
-117.594306 35.876528 -0.083681 1.000000 -0.638754 -0.112549 0.761135
-117.594306 35.858750 -0.134456 1.000000 -0.638473 -0.112531 0.761373
-117.594306 35.840972 -0.196147 1.000000 -0.638177 -0.112512 0.761624
-117.594306 35.823194 -0.268316 1.000000 -0.637869 -0.112490 0.761885
-117.594306 35.805417 -0.345894 1.000000 -0.637586 -0.112472 0.762125
-117.594306 35.787639 -0.067424 1.000000 -0.637294 -0.112453 0.762372
-117.594306 35.769861 -0.145460 1.000000 -0.637020 -0.112437 0.762603
-117.594306 35.752083 0.365948 1.000000 -0.636751 -0.112421 0.762830
-117.594306 35.734306 0.430043 1.000000 -0.636485 -0.112407 0.763054
-117.594306 35.716528 0.351176 1.000000 -0.636226 -0.112393 0.763272
-117.594306 35.698750 0.229097 1.000000 -0.635964 -0.112379 0.763493
-117.594306 35.680972 0.192314 1.000000 -0.635722 -0.112368 0.763696
-117.594306 35.663194 0.213514 1.000000 -0.635502 -0.112361 0.763880
-117.594306 35.645417 0.283608 1.000000 -0.635203 -0.112340 0.764131
-117.594306 35.627639 0.342159 1.000000 -0.634941 -0.112325 0.764351
-117.594306 35.609861 0.305020 1.000000 -0.634702 -0.112315 0.764551
-117.594306 35.592083 -0.062151 1.000000 -0.634479 -0.112307 0.764738
-117.594306 35.574306 -0.066534 1.000000 -0.634249 -0.112298 0.764930
-117.576528 35.912083 0.006328 1.000000 -0.640730 -0.112712 0.759447
-117.576528 35.894306 -0.021258 1.000000 -0.640373 -0.112682 0.759753
-117.576528 35.876528 -0.059857 1.000000 -0.640076 -0.112662 0.760006
-117.576528 35.858750 -0.101941 1.000000 -0.639819 -0.112649 0.760225
-117.576528 35.840972 -0.149042 1.000000 -0.639508 -0.112627 0.760490
-117.576528 35.823194 -0.220686 1.000000 -0.639153 -0.112597 0.760793
-117.576528 35.805417 -0.260952 1.000000 -0.638860 -0.112578 0.761041
-117.576528 35.787639 -0.326578 1.000000 -0.638538 -0.112554 0.761315
-117.576528 35.769861 -0.390459 1.000000 -0.638257 -0.112537 0.761554
-117.576528 35.752083 -0.404475 1.000000 -0.637984 -0.112521 0.761784
-117.576528 35.734306 0.027826 1.000000 -0.637717 -0.112506 0.762010
-117.576528 35.716528 0.341879 1.000000 -0.637469 -0.112494 0.762220
-117.576528 35.698750 0.210039 1.000000 -0.637205 -0.112480 0.762442
-117.576528 35.680972 0.187916 1.000000 -0.636940 -0.112465 0.762666
-117.576528 35.663194 0.231646 1.000000 -0.636692 -0.112453 0.762874
-117.576528 35.645417 0.310184 1.000000 -0.636434 -0.112440 0.763092
-117.576528 35.627639 0.396305 1.000000 -0.636181 -0.112427 0.763304
-117.576528 35.609861 -0.110325 1.000000 -0.635961 -0.112420 0.763489
-117.576528 35.592083 -0.093418 1.000000 -0.635749 -0.112414 0.763666
-117.576528 35.574306 -0.062884 1.000000 -0.635511 -0.112404 0.763866
-117.558750 35.912083 0.008178 1.000000 -0.642065 -0.112827 0.758303
-117.558750 35.894306 -0.015329 1.000000 -0.641664 -0.112789 0.758647
-117.558750 35.876528 -0.047292 1.000000 -0.641366 -0.112769 0.758902
-117.558750 35.858750 -0.079307 1.000000 -0.641048 -0.112746 0.759174
-117.558750 35.840972 -0.119089 1.000000 -0.640754 -0.112727 0.759425
-117.558750 35.823194 -0.170791 1.000000 -0.640461 -0.112708 0.759675
-117.558750 35.805417 -0.222584 1.000000 -0.640120 -0.112681 0.759967
-117.558750 35.787639 -0.279538 1.000000 -0.639824 -0.112661 0.760219
-117.558750 35.769861 -0.366729 1.000000 -0.639511 -0.112639 0.760486
-117.558750 35.752083 -0.446561 1.000000 -0.639248 -0.112625 0.760709
-117.558750 35.734306 -0.486008 1.000000 -0.638964 -0.112607 0.760950
-117.558750 35.716528 -0.399578 1.000000 -0.638710 -0.112594 0.761165
-117.558750 35.698750 0.173209 1.000000 -0.638471 -0.112585 0.761367
-117.558750 35.680972 0.210206 1.000000 -0.638151 -0.112561 0.761638
-117.558750 35.663194 0.229804 1.000000 -0.637890 -0.112547 0.761859
-117.558750 35.645417 0.295792 1.000000 -0.637641 -0.112535 0.762070
-117.558750 35.627639 -0.211075 1.000000 -0.637407 -0.112525 0.762267
-117.558750 35.609861 -0.138325 1.000000 -0.637193 -0.112519 0.762446
-117.558750 35.592083 -0.070926 1.000000 -0.636984 -0.112515 0.762621
-117.558750 35.574306 -0.057639 1.000000 -0.636753 -0.112506 0.762816
-117.540972 35.912083 0.013441 1.000000 -0.643360 -0.112934 0.757188
-117.540972 35.894306 -0.009063 1.000000 -0.642953 -0.112896 0.757540
-117.540972 35.876528 -0.035216 1.000000 -0.642648 -0.112875 0.757801
-117.540972 35.858750 -0.063687 1.000000 -0.642282 -0.112844 0.758116
-117.540972 35.840972 -0.099446 1.000000 -0.642004 -0.112828 0.758354
-117.540972 35.823194 -0.146818 1.000000 -0.641729 -0.112812 0.758589
-117.540972 35.805417 -0.193868 1.000000 -0.641379 -0.112783 0.758889
-117.540972 35.787639 -0.256009 1.000000 -0.641102 -0.112767 0.759126
-117.540972 35.769861 -0.332155 1.000000 -0.640778 -0.112743 0.759403
-117.540972 35.752083 -0.429792 1.000000 -0.640513 -0.112729 0.759628
-117.540972 35.734306 -0.477744 1.000000 -0.640214 -0.112708 0.759883
-117.540972 35.716528 -0.508504 1.000000 -0.639953 -0.112695 0.760105
-117.540972 35.698750 -0.421280 1.000000 -0.639706 -0.112684 0.760315
-117.540972 35.680972 0.135113 1.000000 -0.639369 -0.112657 0.760603
-117.540972 35.663194 0.198315 1.000000 -0.639096 -0.112641 0.760834
-117.540972 35.645417 -0.051883 1.000000 -0.638851 -0.112630 0.761042
-117.540972 35.627639 -0.130852 1.000000 -0.638626 -0.112622 0.761231
-117.540972 35.609861 -0.085095 1.000000 -0.638414 -0.112617 0.761410
-117.540972 35.592083 -0.053144 1.000000 -0.638208 -0.112612 0.761583
-117.540972 35.574306 -0.039203 1.000000 -0.637988 -0.112606 0.761768
-117.523194 35.912083 0.016639 1.000000 -0.644599 -0.113031 0.756119
-117.523194 35.894306 -0.003468 1.000000 -0.644240 -0.113002 0.756429
-117.523194 35.876528 -0.030196 1.000000 -0.643921 -0.112978 0.756705
-117.523194 35.858750 -0.050853 1.000000 -0.643529 -0.112943 0.757043
-117.523194 35.840972 -0.088039 1.000000 -0.643264 -0.112929 0.757270
-117.523194 35.823194 -0.125409 1.000000 -0.642935 -0.112904 0.757554
-117.523194 35.805417 -0.174839 1.000000 -0.642638 -0.112885 0.757808
-117.523194 35.787639 -0.242974 1.000000 -0.642366 -0.112870 0.758041
-117.523194 35.769861 -0.318259 1.000000 -0.642066 -0.112850 0.758298
-117.523194 35.752083 -0.413180 1.000000 -0.641780 -0.112832 0.758543
-117.523194 35.734306 -0.484658 1.000000 -0.641470 -0.112810 0.758809
-117.523194 35.716528 -0.511041 1.000000 -0.641201 -0.112796 0.759037
-117.523194 35.698750 -0.443104 1.000000 -0.640894 -0.112774 0.759300
-117.523194 35.680972 -0.295280 1.000000 -0.640595 -0.112754 0.759556
-117.523194 35.663194 0.204174 1.000000 -0.640314 -0.112737 0.759795
-117.523194 35.645417 -0.057041 1.000000 -0.640067 -0.112726 0.760004
-117.523194 35.627639 -0.058276 1.000000 -0.639839 -0.112718 0.760198
-117.523194 35.609861 -0.033392 1.000000 -0.639620 -0.112712 0.760383
-117.523194 35.592083 -0.028728 1.000000 -0.639417 -0.112708 0.760554
-117.523194 35.574306 -0.043304 1.000000 -0.639217 -0.112704 0.760723
-117.505417 35.912083 0.017640 1.000000 -0.645815 -0.113124 0.755067
-117.505417 35.894306 0.003613 1.000000 -0.645479 -0.113099 0.755358
-117.505417 35.876528 -0.023697 1.000000 -0.645160 -0.113076 0.755634
-117.505417 35.858750 -0.050199 1.000000 -0.644780 -0.113043 0.755963
-117.505417 35.840972 -0.082209 1.000000 -0.644490 -0.113024 0.756213
-117.505417 35.823194 -0.121323 1.000000 -0.644200 -0.113007 0.756463
-117.505417 35.805417 -0.172689 1.000000 -0.643859 -0.112980 0.756757
-117.505417 35.787639 -0.235986 1.000000 -0.643610 -0.112969 0.756970
-117.505417 35.769861 -0.299610 1.000000 -0.643299 -0.112947 0.757238
-117.505417 35.752083 -0.390266 1.000000 -0.642999 -0.112927 0.757495
-117.505417 35.734306 -0.449000 1.000000 -0.642691 -0.112906 0.757760
-117.505417 35.716528 -0.509929 1.000000 -0.642411 -0.112890 0.758000
-117.505417 35.698750 -0.445311 1.000000 -0.642114 -0.112870 0.758254
-117.505417 35.680972 -0.414395 1.000000 -0.641823 -0.112851 0.758503
-117.505417 35.663194 0.016359 1.000000 -0.641535 -0.112833 0.758750
-117.505417 35.645417 0.039366 1.000000 -0.641278 -0.112820 0.758969
-117.505417 35.627639 0.029493 1.000000 -0.641050 -0.112813 0.759163
-117.505417 35.609861 0.006423 1.000000 -0.640835 -0.112807 0.759345
-117.505417 35.592083 -0.026904 1.000000 -0.640642 -0.112805 0.759508
-117.505417 35.574306 -0.047040 1.000000 -0.640420 -0.112798 0.759697
-117.505417 35.556528 -0.062339 1.000000 -0.640111 -0.112777 0.759960
-117.505417 35.538750 -0.059425 1.000000 -0.639799 -0.112754 0.760226
-117.487639 35.912083 0.017982 1.000000 -0.647006 -0.113212 0.754033
-117.487639 35.894306 -0.001088 1.000000 -0.646695 -0.113191 0.754303
-117.487639 35.876528 -0.026236 1.000000 -0.646382 -0.113169 0.754575
-117.487639 35.858750 -0.050833 1.000000 -0.646026 -0.113141 0.754884
-117.487639 35.840972 -0.080362 1.000000 -0.645707 -0.113118 0.755160
-117.487639 35.823194 -0.117214 1.000000 -0.645476 -0.113110 0.755358
-117.487639 35.805417 -0.166270 1.000000 -0.645090 -0.113076 0.755693
-117.487639 35.787639 -0.222852 1.000000 -0.644837 -0.113064 0.755911
-117.487639 35.769861 -0.285214 1.000000 -0.644517 -0.113041 0.756188
-117.487639 35.752083 -0.354066 1.000000 -0.644219 -0.113022 0.756444
-117.487639 35.734306 -0.397147 1.000000 -0.643904 -0.113000 0.756715
-117.487639 35.716528 -0.444717 1.000000 -0.643610 -0.112981 0.756969
-117.487639 35.698750 -0.458467 1.000000 -0.643327 -0.112964 0.757212
-117.487639 35.680972 -0.478289 1.000000 -0.643040 -0.112946 0.757458
-117.487639 35.663194 -0.434636 1.000000 -0.642751 -0.112928 0.757706
-117.487639 35.645417 0.148301 1.000000 -0.642490 -0.112915 0.757929
-117.487639 35.627639 0.101364 1.000000 -0.642267 -0.112908 0.758119
-117.487639 35.609861 0.016117 1.000000 -0.642049 -0.112902 0.758305
-117.487639 35.592083 -0.028368 1.000000 -0.641851 -0.112900 0.758473
-117.487639 35.574306 -0.057891 1.000000 -0.641604 -0.112888 0.758683
-117.487639 35.556528 -0.068749 1.000000 -0.641289 -0.112866 0.758953
-117.487639 35.538750 -0.078874 1.000000 -0.640988 -0.112845 0.759210
-117.469861 35.912083 0.009129 1.000000 -0.648151 -0.113292 0.753037
-117.469861 35.894306 -0.007332 1.000000 -0.647876 -0.113277 0.753276
-117.469861 35.876528 -0.029741 1.000000 -0.647576 -0.113258 0.753537
-117.469861 35.858750 -0.054774 1.000000 -0.647258 -0.113236 0.753814
-117.469861 35.840972 -0.082739 1.000000 -0.646919 -0.113210 0.754108
-117.469861 35.823194 -0.115810 1.000000 -0.646755 -0.113214 0.754248
-117.469861 35.805417 -0.162527 1.000000 -0.646369 -0.113180 0.754585
-117.469861 35.787639 -0.218158 1.000000 -0.646033 -0.113154 0.754876
-117.469861 35.769861 -0.268640 1.000000 -0.645722 -0.113133 0.755145
-117.469861 35.752083 -0.326936 1.000000 -0.645463 -0.113120 0.755369
-117.469861 35.734306 -0.373568 1.000000 -0.645115 -0.113093 0.755670
-117.469861 35.716528 -0.425539 1.000000 -0.644798 -0.113070 0.755944
-117.469861 35.698750 -0.455124 1.000000 -0.644506 -0.113052 0.756195
-117.469861 35.680972 -0.473755 1.000000 -0.644227 -0.113036 0.756436
-117.469861 35.663194 -0.459571 1.000000 -0.643957 -0.113021 0.756668
-117.469861 35.645417 -0.381037 1.000000 -0.643711 -0.113010 0.756878
-117.469861 35.627639 0.106388 1.000000 -0.643503 -0.113006 0.757056
-117.469861 35.609861 0.027292 1.000000 -0.643260 -0.112996 0.757263
-117.469861 35.592083 -0.016278 1.000000 -0.643013 -0.112985 0.757475
-117.469861 35.574306 -0.055461 1.000000 -0.642752 -0.112972 0.757699
-117.469861 35.556528 -0.078082 1.000000 -0.642466 -0.112954 0.757944
-117.469861 35.538750 -0.089444 1.000000 -0.642187 -0.112938 0.758183
-117.469861 35.520972 -0.078026 1.000000 -0.641930 -0.112925 0.758402
-117.469861 35.503194 -0.062833 1.000000 -0.641689 -0.112915 0.758607
-117.452083 35.912083 0.005372 1.000000 -0.649249 -0.113364 0.752080
-117.452083 35.894306 -0.008456 1.000000 -0.648992 -0.113352 0.752304
-117.452083 35.876528 -0.034471 1.000000 -0.648748 -0.113343 0.752516
-117.452083 35.858750 -0.058826 1.000000 -0.648473 -0.113328 0.752754
-117.452083 35.840972 -0.088744 1.000000 -0.648178 -0.113310 0.753011
-117.452083 35.823194 -0.118306 1.000000 -0.647881 -0.113291 0.753269
-117.452083 35.805417 -0.163282 1.000000 -0.647562 -0.113269 0.753548
-117.452083 35.787639 -0.211748 1.000000 -0.647220 -0.113242 0.753845
-117.452083 35.769861 -0.259471 1.000000 -0.646875 -0.113215 0.754145
-117.452083 35.752083 -0.310723 1.000000 -0.646671 -0.113212 0.754321
-117.452083 35.734306 -0.357002 1.000000 -0.646325 -0.113185 0.754621
-117.452083 35.716528 -0.413590 1.000000 -0.646020 -0.113165 0.754885
-117.452083 35.698750 -0.440816 1.000000 -0.645721 -0.113145 0.755144
-117.452083 35.680972 -0.443775 1.000000 -0.645415 -0.113125 0.755409
-117.452083 35.663194 -0.430592 1.000000 -0.645152 -0.113111 0.755635
-117.452083 35.645417 -0.454735 1.000000 -0.644928 -0.113105 0.755828
-117.452083 35.627639 0.060756 1.000000 -0.644706 -0.113098 0.756018
-117.452083 35.609861 0.037988 1.000000 -0.644459 -0.113088 0.756230
-117.452083 35.592083 0.012260 1.000000 -0.644197 -0.113075 0.756455
-117.452083 35.574306 -0.040876 1.000000 -0.643924 -0.113059 0.756690
-117.452083 35.556528 -0.089996 1.000000 -0.643652 -0.113044 0.756923
-117.452083 35.538750 -0.106221 1.000000 -0.643388 -0.113031 0.757150
-117.452083 35.520972 -0.096527 1.000000 -0.643139 -0.113019 0.757363
-117.452083 35.503194 -0.073711 1.000000 -0.642901 -0.113010 0.757566
-117.434306 35.912083 -0.002709 1.000000 -0.650334 -0.113433 0.751132
-117.434306 35.894306 -0.015520 1.000000 -0.650076 -0.113421 0.751357
-117.434306 35.876528 -0.039981 1.000000 -0.649895 -0.113422 0.751513
-117.434306 35.858750 -0.063423 1.000000 -0.649656 -0.113414 0.751721
-117.434306 35.840972 -0.099032 1.000000 -0.649418 -0.113406 0.751927
-117.434306 35.823194 -0.121102 1.000000 -0.648956 -0.113359 0.752334
-117.434306 35.805417 -0.163464 1.000000 -0.648714 -0.113350 0.752543
-117.434306 35.787639 -0.206854 1.000000 -0.648398 -0.113328 0.752820
-117.434306 35.769861 -0.243943 1.000000 -0.648010 -0.113294 0.753158
-117.434306 35.752083 -0.295202 1.000000 -0.647852 -0.113299 0.753294
-117.434306 35.734306 -0.349040 1.000000 -0.647519 -0.113274 0.753584
-117.434306 35.716528 -0.400588 1.000000 -0.647234 -0.113257 0.753831
-117.434306 35.698750 -0.418703 1.000000 -0.646935 -0.113238 0.754091
-117.434306 35.680972 -0.407284 1.000000 -0.646601 -0.113213 0.754380
-117.434306 35.663194 -0.407788 1.000000 -0.646344 -0.113201 0.754602
-117.434306 35.645417 -0.443268 1.000000 -0.646141 -0.113198 0.754777
-117.434306 35.627639 -0.156844 1.000000 -0.645900 -0.113189 0.754984
-117.434306 35.609861 -0.125176 1.000000 -0.645651 -0.113178 0.755199
-117.434306 35.592083 0.013569 1.000000 -0.645386 -0.113164 0.755427
-117.434306 35.574306 -0.065695 1.000000 -0.645106 -0.113148 0.755669
-117.434306 35.556528 -0.126366 1.000000 -0.644843 -0.113134 0.755895
-117.434306 35.538750 -0.139953 1.000000 -0.644591 -0.113123 0.756112
-117.434306 35.520972 -0.111075 1.000000 -0.644349 -0.113113 0.756320
-117.434306 35.503194 -0.072853 1.000000 -0.644113 -0.113104 0.756522
-117.434306 35.485417 -0.050542 1.000000 -0.643908 -0.113100 0.756697
-117.434306 35.467639 -0.031588 1.000000 -0.643681 -0.113093 0.756891
-117.416528 35.912083 -0.005234 1.000000 -0.651457 -0.113508 0.750147
-117.416528 35.894306 -0.019908 1.000000 -0.651132 -0.113485 0.750432
-117.416528 35.876528 -0.044553 1.000000 -0.650956 -0.113487 0.750585
-117.416528 35.858750 -0.066954 1.000000 -0.650695 -0.113475 0.750812
-117.416528 35.840972 -0.099650 1.000000 -0.650464 -0.113468 0.751014
-117.416528 35.823194 -0.122997 1.000000 -0.650076 -0.113434 0.751355
-117.416528 35.805417 -0.165708 1.000000 -0.649831 -0.113425 0.751568
-117.416528 35.787639 -0.203805 1.000000 -0.649546 -0.113408 0.751817
-117.416528 35.769861 -0.239963 1.000000 -0.649163 -0.113375 0.752153
-117.416528 35.752083 -0.285190 1.000000 -0.648962 -0.113373 0.752326
-117.416528 35.734306 -0.336861 1.000000 -0.648625 -0.113348 0.752621
-117.416528 35.716528 -0.369913 1.000000 -0.648333 -0.113330 0.752875
-117.416528 35.698750 -0.384659 1.000000 -0.648071 -0.113317 0.753102
-117.416528 35.680972 -0.390518 1.000000 -0.647782 -0.113300 0.753353
-117.416528 35.663194 -0.392039 1.000000 -0.647546 -0.113291 0.753558
-117.416528 35.645417 -0.404711 1.000000 -0.647347 -0.113289 0.753729
-117.416528 35.627639 -0.418784 1.000000 -0.647115 -0.113282 0.753929
-117.416528 35.609861 -0.138597 1.000000 -0.646831 -0.113265 0.754175
-117.416528 35.592083 -0.115818 1.000000 -0.646557 -0.113250 0.754412
-117.416528 35.574306 -0.102458 1.000000 -0.646294 -0.113237 0.754640
-117.416528 35.556528 -0.194963 1.000000 -0.646040 -0.113225 0.754859
-117.416528 35.538750 -0.171095 1.000000 -0.645799 -0.113216 0.755067
-117.416528 35.520972 -0.114193 1.000000 -0.645562 -0.113207 0.755271
-117.416528 35.503194 -0.060233 1.000000 -0.645331 -0.113199 0.755470
-117.416528 35.485417 -0.044156 1.000000 -0.645122 -0.113195 0.755649
-117.416528 35.467639 -0.026552 1.000000 -0.644908 -0.113190 0.755832
-117.398750 35.912083 -0.012061 1.000000 -0.652597 -0.113585 0.749143
-117.398750 35.894306 -0.030470 1.000000 -0.652228 -0.113555 0.749469
-117.398750 35.876528 -0.054860 1.000000 -0.652042 -0.113556 0.749631
-117.398750 35.858750 -0.077992 1.000000 -0.651761 -0.113540 0.749877
-117.398750 35.840972 -0.103031 1.000000 -0.651518 -0.113531 0.750090
-117.398750 35.823194 -0.131555 1.000000 -0.651164 -0.113504 0.750402
-117.398750 35.805417 -0.162926 1.000000 -0.650915 -0.113494 0.750619
-117.398750 35.787639 -0.198513 1.000000 -0.650644 -0.113480 0.750856
-117.398750 35.769861 -0.235200 1.000000 -0.650292 -0.113452 0.751165
-117.398750 35.752083 -0.283052 1.000000 -0.650058 -0.113445 0.751369
-117.398750 35.734306 -0.314828 1.000000 -0.649751 -0.113424 0.751637
-117.398750 35.716528 -0.340610 1.000000 -0.649473 -0.113409 0.751880
-117.398750 35.698750 -0.357105 1.000000 -0.649226 -0.113399 0.752094
-117.398750 35.680972 -0.379385 1.000000 -0.648968 -0.113388 0.752319
-117.398750 35.663194 -0.375338 1.000000 -0.648726 -0.113378 0.752529
-117.398750 35.645417 -0.384843 1.000000 -0.648509 -0.113373 0.752717
-117.398750 35.627639 -0.391209 1.000000 -0.648279 -0.113366 0.752916
-117.398750 35.609861 -0.385772 1.000000 -0.648007 -0.113351 0.753152
-117.398750 35.592083 -0.137540 1.000000 -0.647738 -0.113337 0.753386
-117.398750 35.574306 -0.214008 1.000000 -0.647488 -0.113327 0.753602
-117.398750 35.556528 -0.205562 1.000000 -0.647244 -0.113317 0.753813
-117.398750 35.538750 -0.157865 1.000000 -0.647000 -0.113307 0.754024
-117.398750 35.520972 -0.094266 1.000000 -0.646772 -0.113300 0.754221
-117.398750 35.503194 -0.057791 1.000000 -0.646557 -0.113295 0.754406
-117.380972 35.912083 -0.018518 1.000000 -0.653745 -0.113664 0.748129
-117.380972 35.894306 -0.036357 1.000000 -0.653351 -0.113629 0.748479
-117.380972 35.876528 -0.059390 1.000000 -0.653144 -0.113627 0.748660
-117.380972 35.858750 -0.082692 1.000000 -0.652845 -0.113608 0.748924
-117.380972 35.840972 -0.107089 1.000000 -0.652578 -0.113595 0.749158
-117.380972 35.823194 -0.134249 1.000000 -0.652231 -0.113569 0.749464
-117.380972 35.805417 -0.162290 1.000000 -0.651979 -0.113559 0.749686
-117.380972 35.787639 -0.195011 1.000000 -0.651709 -0.113545 0.749922
-117.380972 35.769861 -0.235968 1.000000 -0.651408 -0.113526 0.750186
-117.380972 35.752083 -0.294180 1.000000 -0.651145 -0.113514 0.750416
-117.380972 35.734306 -0.292427 1.000000 -0.650891 -0.113503 0.750638
-117.380972 35.716528 -0.311741 1.000000 -0.650641 -0.113493 0.750857
-117.380972 35.698750 -0.338687 1.000000 -0.650394 -0.113483 0.751072
-117.380972 35.680972 -0.341876 1.000000 -0.650157 -0.113475 0.751279
-117.380972 35.663194 -0.348613 1.000000 -0.649892 -0.113462 0.751510
-117.380972 35.645417 -0.339878 1.000000 -0.649642 -0.113451 0.751727
-117.380972 35.627639 -0.360800 1.000000 -0.649409 -0.113444 0.751930
-117.380972 35.609861 -0.349099 1.000000 -0.649179 -0.113437 0.752129
-117.380972 35.592083 -0.377182 1.000000 -0.648925 -0.113426 0.752350
-117.380972 35.574306 -0.223534 1.000000 -0.648688 -0.113417 0.752556
-117.380972 35.556528 -0.151924 1.000000 -0.648451 -0.113409 0.752761
-117.380972 35.538750 -0.122977 1.000000 -0.648197 -0.113397 0.752982
-117.380972 35.520972 -0.077616 1.000000 -0.647979 -0.113392 0.753171
-117.380972 35.503194 -0.053555 1.000000 -0.647788 -0.113391 0.753335
-117.363194 35.912083 -0.025625 1.000000 -0.654786 -0.113724 0.747210
-117.363194 35.894306 -0.044544 1.000000 -0.654480 -0.113704 0.747481
-117.363194 35.876528 -0.066314 1.000000 -0.654231 -0.113695 0.747700
-117.363194 35.858750 -0.087891 1.000000 -0.653945 -0.113679 0.747953
-117.363194 35.840972 -0.108340 1.000000 -0.653662 -0.113663 0.748203
-117.363194 35.823194 -0.134816 1.000000 -0.653360 -0.113645 0.748469
-117.363194 35.805417 -0.160846 1.000000 -0.653106 -0.113634 0.748692
-117.363194 35.787639 -0.193056 1.000000 -0.652843 -0.113622 0.748923
-117.363194 35.769861 -0.230622 1.000000 -0.652576 -0.113609 0.749158
-117.363194 35.752083 -0.250130 1.000000 -0.652322 -0.113598 0.749381
-117.363194 35.734306 -0.280106 1.000000 -0.652072 -0.113588 0.749600
-117.363194 35.716528 -0.274664 1.000000 -0.651823 -0.113578 0.749818
-117.363194 35.698750 -0.311863 1.000000 -0.651575 -0.113568 0.750035
-117.363194 35.680972 -0.323178 1.000000 -0.651331 -0.113559 0.750249
-117.363194 35.663194 -0.334805 1.000000 -0.651077 -0.113549 0.750471
-117.363194 35.645417 -0.339715 1.000000 -0.650830 -0.113538 0.750686
-117.363194 35.627639 -0.336698 1.000000 -0.650591 -0.113530 0.750894
-117.363194 35.609861 -0.349401 1.000000 -0.650356 -0.113522 0.751099
-117.363194 35.592083 -0.382682 1.000000 -0.650118 -0.113514 0.751306
-117.363194 35.574306 -0.282068 1.000000 -0.649895 -0.113508 0.751500
-117.363194 35.556528 -0.168337 1.000000 -0.649657 -0.113500 0.751708
-117.363194 35.538750 -0.104237 1.000000 -0.649417 -0.113491 0.751915
-117.363194 35.520972 -0.067745 1.000000 -0.649189 -0.113484 0.752113
-117.363194 35.503194 -0.045468 1.000000 -0.648980 -0.113480 0.752295
-117.345417 35.912083 -0.032959 1.000000 -0.655869 -0.113790 0.746249
-117.345417 35.894306 -0.048515 1.000000 -0.655612 -0.113779 0.746477
-117.345417 35.876528 -0.068515 1.000000 -0.655343 -0.113767 0.746715
-117.345417 35.858750 -0.087677 1.000000 -0.655066 -0.113752 0.746960
-117.345417 35.840972 -0.105436 1.000000 -0.654781 -0.113737 0.747212
