# Name lon lat v_east v_north v_up e_east e_north e_up 
P580 242.8078 35.6209 0.19171 -0.02267 -0.00603 1.0 1.0 1.732 
P581 242.27100000000002 34.5097 -0.00462 0.01007 0.00535 1.0 1.0 1.732 
P582 242.4511 34.6343 -0.00412 0.01166 -0.00193 1.0 1.0 1.732 
P583 242.45659999999998 34.987 -0.00241 0.0266 0.00727 1.0 1.0 1.732 
P584 243.04840000000002 33.8926 -0.00559 0.00369 0.00141 1.0 1.0 1.732 
P585 243.4543 34.0193 -0.00556 0.00209 0.01068 1.0 1.0 1.732 
P586 242.71949999999998 34.5348 -0.0066 0.00951 0.00649 1.0 1.0 1.732 
P587 241.9687 34.3322 -0.00389 0.00697 0.00266 1.0 1.0 1.732 
P588 242.73239999999998 34.7854 -0.002 0.01352 0.00432 1.0 1.0 1.732 
P589 242.88979999999998 34.6207 -0.00461 0.00954 0.003 1.0 1.0 1.732 
P590 242.6352 35.1168 -0.00542 0.03704 0.00697 1.0 1.0 1.732 
P591 241.9835 35.1524 -0.00419 0.01808 0.00241 1.0 1.0 1.732 
P592 242.6968 35.2386 -0.00525 0.04048 0.00363 1.0 1.0 1.732 
P593 242.79489999999998 35.3879 0.01785 0.01669 -0.00231 1.0 1.0 1.732 
P594 242.60989999999998 35.8967 0.06576 -0.12663 0.00516 1.0 1.0 1.732 
P595 242.5972 35.6976 0.51405 -0.24984 0.04284 1.0 1.0 1.732 
P596 243.1105 35.9982 0.01922 0.00092 -0.00462 1.0 1.0 1.732 
P597 243.1116 35.7106 0.05366 -0.00259 -0.00672 1.0 1.0 1.732 
P598 243.28969999999998 34.1925 -0.00255 0.0015 0.00085 1.0 1.0 1.732 
P600 243.7881 33.8658 -0.00338 0.00201 0.00071 1.0 1.0 1.732 
P601 243.9198 33.9593 -0.0039 0.00077 -0.00189 1.0 1.0 1.732 
P602 239.7721 35.7292 -0.00764 0.0008 -0.00194 1.0 1.0 1.732 
P603 243.97050000000002 34.7169 -0.00201 0.00075 -0.00528 1.0 1.0 1.732 
P604 243.32850000000002 34.9368 0.00023 0.00236 0.00573 1.0 1.0 1.732 
P605 242.0633 34.3411 -0.00456 0.00667 0.00057 1.0 1.0 1.732 
P606 243.12040000000002 34.4621 -0.003 0.00485 0.00244 1.0 1.0 1.732 
P607 244.1793 33.741 -0.00387 0.00203 0.00377 1.0 1.0 1.732 
P608 244.3134 33.9941 -0.00397 0.00169 -0.00374 1.0 1.0 1.732 
P609 243.1072 34.0627 -0.00635 0.00596 -0.00236 1.0 1.0 1.732 
P611 244.3502 35.2048 0.00067 -0.00086 -0.00016 1.0 1.0 1.732 
P612 242.6845 34.1874 -0.00525 0.00544 -0.00093 1.0 1.0 1.732 
P613 242.95 34.1962 -0.00436 0.00629 0.00301 1.0 1.0 1.732 
P614 244.74970000000002 34.7318 -0.00368 0.00087 0.00793 1.0 1.0 1.732 
P615 243.2371 35.2046 0.00631 -0.00069 -0.01055 1.0 1.0 1.732 
P616 242.1067 35.4246 -0.01012 0.04124 0.00076 1.0 1.0 1.732 
P617 243.4284 35.3206 0.01001 -0.00129 0.00149 1.0 1.0 1.732 
P618 243.8961 35.1419 -9e-05 5e-05 -0.0085 1.0 1.0 1.732 
P619 243.8782 35.5259 0.00527 0.00122 -0.00312 1.0 1.0 1.732 
P621 244.4561 35.4728 -0.0016 -0.00067 -0.00121 1.0 1.0 1.732 
P623 245.4006 34.1889 -0.0031 0.00326 -0.0084 1.0 1.0 1.732 
P625 245.0349 34.8444 -0.00415 0.00153 -0.00079 1.0 1.0 1.732 
P626 244.76170000000002 35.2911 -0.0043 0.00306 -0.01493 1.0 1.0 1.732 
P627 241.6215 37.9731 -0.00576 6e-05 0.00551 1.0 1.0 1.732 
P629 240.8206 37.3759 -0.0071 0.00191 0.00402 1.0 1.0 1.732 
P630 240.9996 37.613 -0.00531 -0.00076 0.00308 1.0 1.0 1.732 
P631 241.0841 37.6053 -0.00604 -0.0004 -6e-05 1.0 1.0 1.732 
P632 240.9139 37.7857 -0.00568 0.00067 0.00618 1.0 1.0 1.732 
P635 240.862 37.8393 -0.00605 0.00121 -0.0034 1.0 1.0 1.732 
P638 241.0565 37.7343 -0.0052 0.00039 9e-05 1.0 1.0 1.732 
P639 241.1313 37.6546 -0.00617 -0.00071 -0.00101 1.0 1.0 1.732 
P641 241.1481 37.8782 -0.00375 -0.00293 0.00307 1.0 1.0 1.732 
P642 241.1833 37.5914 -0.0052 -0.00099 0.00146 1.0 1.0 1.732 
P643 241.30180000000001 37.5616 -0.00445 -0.00063 0.00337 1.0 1.0 1.732 
P646 241.18 37.677 -0.00517 -0.0009 0.0041 1.0 1.0 1.732 
P647 241.2323 37.7544 -0.0053 -0.00069 0.00434 1.0 1.0 1.732 
P648 240.9808 37.8 -0.0062 0.00062 0.00589 1.0 1.0 1.732 
P649 241.2638 37.9035 -0.00624 -0.0017 0.00598 1.0 1.0 1.732 
P650 241.4451 37.8913 -0.00495 -0.00011 -0.002 1.0 1.0 1.732 
P651 241.613 37.5631 -0.00473 -0.00163 0.00527 1.0 1.0 1.732 
P652 241.7615 37.5892 -0.0043 -0.00191 0.00399 1.0 1.0 1.732 
P653 241.5283 37.7375 -0.00443 -0.00228 0.00403 1.0 1.0 1.732 
P724 241.4389 37.4395 -0.00481 -0.0015 -0.00337 1.0 1.0 1.732 
P725 240.2544 37.0889 -0.00641 0.00011 0.00955 1.0 1.0 1.732 
P726 241.8533 37.2805 -0.00547 -0.00362 0.00382 1.0 1.0 1.732 
P727 241.5332 37.2736 -0.00488 -0.00312 0.00055 1.0 1.0 1.732 
P729 240.9039 34.2631 -0.0058 0.00385 -0.00137 1.0 1.0 1.732 
P742 243.3974 33.4955 -0.0018 0.002 0.00935 1.0 1.0 1.732 
P789 239.5283 35.9466 -0.00654 0.00199 -0.0017 1.0 1.0 1.732 
P790 239.4846 35.9291 -0.00694 0.003 0.00065 1.0 1.0 1.732 
P795 243.8519 34.5081 -0.00355 0.00358 -0.00268 1.0 1.0 1.732 
P797 243.4075 33.5373 -0.00398 0.00431 0.00333 1.0 1.0 1.732 
P799 241.6937 33.9276 -0.00639 0.00379 0.01072 1.0 1.0 1.732 
P800 241.65089999999998 34.0217 -0.00583 0.00451 0.00521 1.0 1.0 1.732 
P808 241.3785 34.836 -0.00722 0.0051 -0.00178 1.0 1.0 1.732 
P809 240.76319999999998 35.7439 -0.01619 0.00017 -0.01424 1.0 1.0 1.732 
P810 240.76330000000002 35.744 -0.00806 0.00423 -0.00274 1.0 1.0 1.732 
P811 241.98340000000002 35.1524 -0.00411 0.01954 0.00493 1.0 1.0 1.732 
P812 241.9835 35.1525 -0.0027 0.0179 -0.00321 1.0 1.0 1.732 
PALG 242.9682 33.389 -0.00577 0.00302 -0.00658 1.0 1.0 1.732 
PBPP 242.0774 34.5082 -0.0053 0.009 0.0124 1.0 1.0 1.732 
PEA1 239.2414 36.1869 -0.0081 -0.00016 -0.0005 1.0 1.0 1.732 
PEA2 239.2332 36.1805 -0.00815 0.00039 -0.00624 1.0 1.0 1.732 
PKDB 239.45839999999998 35.9452 -0.00755 0.00396 -0.01266 1.0 1.0 1.732 
PKRD 241.7671 34.0716 -0.00544 0.00882 0.00804 1.0 1.0 1.732 
PMOB 243.1405 33.3572 -0.00917 0.00283 0.03325 1.0 1.0 1.732 
PMTN 240.94310000000002 37.8314 -0.00742 0.00045 -0.00018 1.0 1.0 1.732 
POBG 243.0763 33.6871 -0.00522 0.00337 -0.00295 1.0 1.0 1.732 
POMM 239.5216 35.9199 -0.00802 0.00241 0.00115 1.0 1.0 1.732 
PPBF 242.8179 33.8357 -0.00643 0.00364 -0.00334 1.0 1.0 1.732 
PSDM 242.1929 34.0918 -0.00583 0.00435 -0.001 1.0 1.0 1.732 
PVHS 241.62779999999998 33.7795 -0.00487 0.00315 0.00458 1.0 1.0 1.732 
PVRS 241.6794 33.7739 -0.00647 0.0074 0.00475 1.0 1.0 1.732 
QHTP 241.7552 34.6287 -0.00614 0.00692 0.00864 1.0 1.0 1.732 
RAAP 243.08280000000002 33.0422 -0.00796 0.00324 -0.00966 1.0 1.0 1.732 
RAMT 242.3167 35.3387 0.00741 0.08813 0.00441 1.0 1.0 1.732 
RAPT 240.5513 36.6649 -0.00859 0.00045 4e-05 1.0 1.0 1.732 
RBRU 240.1713 36.7591 -0.00549 0.00045 0.00582 1.0 1.0 1.732 
RCA2 240.28 34.5 -0.00811 0.00126 0.00559 1.0 1.0 1.732 
RCSC 242.4135 33.4441 -0.00494 0.00404 -0.0061 1.0 1.0 1.732 
RDMT 243.37529999999998 34.6439 -0.00344 0.00415 -0.0011 1.0 1.0 1.732 
RDOM 241.1021 37.6771 -0.00541 -0.00037 0.00708 1.0 1.0 1.732 
REPO 243.5317 36.8404 -0.00516 -0.00276 0.00264 1.0 1.0 1.732 
RHCG 241.9866 34.0009 -0.00563 0.00396 0.00393 1.0 1.0 1.732 
RHCL 241.97379999999998 34.0191 -0.00566 0.00591 -0.00316 1.0 1.0 1.732 
RKMG 242.3906 33.6741 -0.0052 0.00357 0.00025 1.0 1.0 1.732 
RMVJ 242.4447 33.4858 -0.00463 0.00356 0.0003 1.0 1.0 1.732 
RNCH 239.4752 35.9 -0.00954 0.00036 0.00347 1.0 1.0 1.732 
RSTP 241.8071 34.8751 -0.00544 0.011 -0.00507 1.0 1.0 1.732 
RTHS 242.6467 34.0891 -0.00638 0.00657 0.00341 1.0 1.0 1.732 
SACY 242.1044 33.7432 -0.00806 0.00271 0.0043 1.0 1.0 1.732 
SAWC 241.04680000000002 37.6899 -0.00612 -0.00158 0.00529 1.0 1.0 1.732 
SBCC 242.3385 33.553 -0.00651 0.00523 -0.00458 1.0 1.0 1.732 
SCIA 242.61169999999998 34.6074 -0.0057 0.01068 0.00361 1.0 1.0 1.732 
SGPS 243.3043 33.9125 -0.0107 0.00618 0.01048 1.0 1.0 1.732 
SHN5 239.6529 35.6742 -0.00812 0.0006 0.00231 1.0 1.0 1.732 
SHP5 239.3287 35.2686 -0.00676 -0.00133 0.00324 1.0 1.0 1.732 
SHRC 241.0544 37.6249 -0.0063 -0.00037 0.00038 1.0 1.0 1.732 
SILK 241.7361 34.1029 -0.00343 0.00689 0.00477 1.0 1.0 1.732 
SIMM 240.00220000000002 35.3511 -0.00854 0.00497 -0.00475 1.0 1.0 1.732 
SKYB 241.5214 34.4386 -0.00474 0.00648 0.00504 1.0 1.0 1.732 
SLMS 244.0222 33.2922 -0.00673 0.00105 -0.00587 1.0 1.0 1.732 
SNHS 242.07139999999998 33.9273 -0.00796 0.00229 0.01702 1.0 1.0 1.732 
SOMT 240.9357 34.3199 -0.00639 0.00244 -0.00426 1.0 1.0 1.732 
SONG 242.43970000000002 33.3807 -0.00583 0.0046 0.00492 1.0 1.0 1.732 
SPMS 242.15120000000002 33.9927 -0.00564 0.00582 0.00236 1.0 1.0 1.732 
SRS1 239.9348 34.0043 -0.00663 0.00188 0.00138 1.0 1.0 1.732 
SYNG 239.93040000000002 34.6072 -0.00801 0.00147 0.00555 1.0 1.0 1.732 
TAFT 240.51479999999998 35.1565 -0.00943 0.00071 -0.0038 1.0 1.0 1.732 
TBLP 239.6397 35.9174 -0.00679 0.00067 -0.00181 1.0 1.0 1.732 
TEHA 241.53019999999998 35.1431 -0.00845 0.00494 0.00737 1.0 1.0 1.732 
THCP 241.5854 35.1582 -0.00959 0.0053 0.00221 1.0 1.0 1.732 
THMG 243.9228 33.6506 -0.00385 0.00055 0.00491 1.0 1.0 1.732 
THMS 242.2332 33.5496 -0.00476 0.00375 -0.00774 1.0 1.0 1.732 
TILC 241.1371 37.6189 -0.00608 -0.00194 0.00561 1.0 1.0 1.732 
TIVA 243.77030000000002 36.9348 -0.00532 -0.00113 -0.0044 1.0 1.0 1.732 
TJRN 239.8674 34.4835 -0.00566 0.00178 0.00069 1.0 1.0 1.732 
TOST 241.1633 34.248 -0.0044 0.00376 -3e-05 1.0 1.0 1.732 
TPOG 241.7714 34.8789 -0.00435 0.00921 0.00641 1.0 1.0 1.732 
TRLK 239.1714 37.4666 -0.00691 0.00109 -0.0043 1.0 1.0 1.732 
USC2 241.7226 34.0195 -0.00491 0.0052 0.00884 1.0 1.0 1.732 
USGC 243.91469999999998 33.0301 -0.00503 0.0025 -0.0105 1.0 1.0 1.732 
USLO 239.3389 35.3118 -0.00757 0.00155 0.0053 1.0 1.0 1.732 
VDCY 241.78 34.1786 -0.00465 0.00536 0.0014 1.0 1.0 1.732 
VIMT 241.4856 34.1264 -0.00475 0.00392 0.0014 1.0 1.0 1.732 
VINZ 241.061 34.9624 -0.01012 0.00247 0.00286 1.0 1.0 1.732 
VNCO 240.76229999999998 34.2758 -0.00611 0.00309 -0.00309 1.0 1.0 1.732 
VNCX 241.5155 34.2932 -0.00601 0.00518 0.00085 1.0 1.0 1.732 
VNPS 241.8788 34.5015 -0.00488 0.00974 0.00641 1.0 1.0 1.732 
VTIS 241.7062 33.7126 -0.00554 0.00131 0.00704 1.0 1.0 1.732 
VTOR 242.8068 33.225 -0.00572 0.00385 0.00076 1.0 1.0 1.732 
WASG 241.44299999999998 35.7384 -0.03432 -0.00233 0.01183 1.0 1.0 1.732 
WATC 241.3461 37.6643 -0.00537 -0.00157 0.00543 1.0 1.0 1.732 
WCHS 242.0889 34.0619 -0.00592 0.00538 -0.00233 1.0 1.0 1.732 
WGPP 241.0163 35.0108 -0.00993 0.00114 0.00236 1.0 1.0 1.732 
WHFG 241.648 35.6951 -0.04254 0.0019 -0.00518 1.0 1.0 1.732 
WHYT 242.35649999999998 33.6745 -0.0072 0.00505 0.00779 1.0 1.0 1.732 
WIDC 243.6082 33.9348 -0.00225 0.00208 -0.00504 1.0 1.0 1.732 
WKPK 241.2585 34.5685 -0.00483 0.00639 -0.0028 1.0 1.0 1.732 
WMAP 241.5857 34.2594 -0.00493 0.00445 -0.00064 1.0 1.0 1.732 
WMDG 244.41809999999998 33.0383 -0.0046 0.00047 0.00341 1.0 1.0 1.732 
WNRA 241.9407 34.0432 -0.00522 0.00565 -0.0063 1.0 1.0 1.732 
WOMT 243.0683 34.669 -0.00597 0.0061 0.00501 1.0 1.0 1.732 
WORG 241.7576 35.6956 -0.05828 -0.00189 0.00041 1.0 1.0 1.732 
WRHS 241.57240000000002 33.9582 -0.007 0.00504 0.00429 1.0 1.0 1.732 
WWFG 244.4212 33.2788 -0.00433 0.00151 -0.00099 1.0 1.0 1.732 
WWMT 243.3461 33.9553 -0.00962 0.00257 0.0098 1.0 1.0 1.732 
ZLA1 241.9161 34.6035 -0.00576 0.00784 -0.00349 1.0 1.0 1.732 
