# Name lon lat v_east v_north v_up e_east e_north e_up 
7ODM 242.9068 34.1164 0.0003459877114440217 0.005647845095140072 0.0018768928010421814 1.0 1.0 1.732 
ACSB 242.55509999999998 33.2743 0.00023514435964133937 0.0030155288909393925 0.0010918423793521085 1.0 1.0 1.732 
ACSX 242.55509999999998 33.2743 0.00023514435964133937 0.0030155288909393925 0.0010918423793521085 1.0 1.0 1.732 
AGMT 243.5706 34.5943 0.002616352426806596 0.002002478099071264 -3.415321918463961e-05 1.0 1.0 1.732 
ALTH 239.3302 36.8896 -0.0019917601502743108 0.00029609610075278457 -0.0007056314247470064 1.0 1.0 1.732 
ANA1 240.6365 34.015 -0.00019186616785927312 0.00177151564108978 0.00043094024116011216 1.0 1.0 1.732 
AR27 242.6751 33.3418 0.00021923869940822216 0.003099786507214514 0.0011137607222085906 1.0 1.0 1.732 
AR53 242.5235 33.3811 0.0002638139402447901 0.003313538822167568 0.0011955023804202877 1.0 1.0 1.732 
ARM2 241.0894 35.2013 -0.006886005626003841 0.001360545447668526 -0.001851560110109315 1.0 1.0 1.732 
AVRY 242.846 34.4683 0.0005308789103080097 0.008907920617360874 0.0028206053093096264 1.0 1.0 1.732 
AZBH 245.39499999999998 35.1075 0.002916346498702147 -0.00040490330159547534 -0.001065320349983488 1.0 1.0 1.732 
AZFM 245.4049 34.8522 0.002558589852152558 -0.00038931386667013325 -0.0009282470471513903 1.0 1.0 1.732 
AZGV 245.7457 35.2544 0.0024804947462575555 -0.00030195780342979307 -0.0009162868104668027 1.0 1.0 1.732 
AZLH 245.6529 34.5083 0.0018547441468773239 -0.00028061133440559913 -0.0006661806271945282 1.0 1.0 1.732 
AZRY 243.3703 33.5401 0.00024778064958518834 0.0024442481317452328 0.0008040166655764562 1.0 1.0 1.732 
AZU1 242.1035 34.126 0.0008916254576248834 0.007008034396097204 0.002434961958061392 1.0 1.0 1.732 
AZYC 245.853 34.8793 0.002075594759097779 -0.0003011474219017808 -0.0007663258925473368 1.0 1.0 1.732 
BALD 241.0986 37.7834 -0.0004593665516845621 -0.0018331186021685241 0.0005144850363879188 1.0 1.0 1.732 
BAR1 240.9703 33.4805 0.00028480819083358516 0.0021404801092792716 0.0007324843656442515 1.0 1.0 1.732 
BBDM 240.01850000000002 34.5822 -0.001655838251048953 0.0005549769432513328 -0.0004237901666668281 1.0 1.0 1.732 
BBRY 243.11579999999998 34.2643 0.0005456643285065979 0.005170370842771228 0.0015956494350115582 1.0 1.0 1.732 
BEMT 244.0018 34.0005 0.0010571520167427329 0.0011655056937984022 0.00010826923816088719 1.0 1.0 1.732 
BEPK 241.9259 35.8784 -0.09947638817282649 0.015337758672226136 -0.020187530020975168 1.0 1.0 1.732 
BFLD 240.9547 35.4131 -0.009451589246842492 0.0006172045673285964 -0.002965803124986148 1.0 1.0 1.732 
BFSH 241.502 35.5911 -0.02627057530489877 0.0014242945190404293 -0.007404711704366173 1.0 1.0 1.732 
BGIS 241.8403 33.9671 0.000778110245247413 0.0052752375091278825 0.0018545108921001045 1.0 1.0 1.732 
BILL 242.93540000000002 33.5782 0.0002114351803845453 0.003394798476852305 0.001183926833733026 1.0 1.0 1.732 
BKAP 243.9196 35.287 0.010326224975997141 -0.0016535113880800666 -0.0034014825161045106 1.0 1.0 1.732 
BKMS 241.9053 33.9623 0.0007724164340736576 0.005422120468325837 0.001909271607507379 1.0 1.0 1.732 
BLYT 245.2851 33.6104 0.00091956914875668 0.00010172988076883473 -0.0002302574136475399 1.0 1.0 1.732 
